dataset,size_in_MB,eval_time,AUC_ROC,Precision,Recall,F1
454_UCR_id_152_Medical_tr_9625_1st_20950,0.476081,13.16 s,0.6622,0.0272,0.1095,0.0435
370_UCR_id_68_Medical_tr_9625_1st_12240,0.476615,13.06 s,0.4796,0.0,0.0,0.0
418_UCR_id_116_Facility_tr_10000_1st_35774,0.506694,13.80 s,0.5107,0.002,0.0227,0.0037
468_UCR_id_166_Facility_tr_10000_1st_35774,0.506955,13.61 s,0.6735,0.0162,0.1365,0.0289
270_IOPS_id_11_WebService_tr_5638_1st_5738,0.53385,20.42 s,0.5981,0.0055,0.0482,0.0099
315_UCR_id_13_HumanActivity_tr_16000_1st_33070,0.570969,23.78 s,0.4669,0.0004,0.0037,0.0008
530_UCR_id_228_HumanActivity_tr_16250_1st_38500,0.571126,24.29 s,0.5276,0.0039,0.0066,0.0049
507_UCR_id_205_HumanActivity_tr_16000_1st_31200,0.572229,23.91 s,0.4986,0.0008,0.0005,0.0006
311_UCR_id_9_HumanActivity_tr_16000_1st_38400,0.572485,23.82 s,0.4407,0.0018,0.0014,0.0016
247_SVDB_id_11_Medical_tr_20100_1st_23611,0.590485,29.99 s,0.602,0.083,0.094,0.0882
830_Exathlon_id_21_Facility_tr_10766_1st_12590,0.6028,15.93 s,0.7541,0.8243,0.0752,0.1378
246_SVDB_id_10_Medical_tr_20100_1st_68460,0.610486,30.05 s,0.6752,0.0084,0.0295,0.013
430_UCR_id_128_HumanActivity_tr_12500_1st_46500,0.618361,18.67 s,0.4963,0.007,0.0213,0.0105
413_UCR_id_111_Facility_tr_12500_1st_46600,0.620946,18.62 s,0.5621,0.0048,0.0272,0.0082
399_UCR_id_97_Facility_tr_19948_1st_52000,0.625147,29.94 s,0.7246,0.0114,0.0508,0.0186
458_UCR_id_156_Facility_tr_20000_1st_56600,0.626269,29.88 s,0.3064,0.0,0.0,0.0
388_UCR_id_86_Facility_tr_17500_1st_23355,0.631133,26.02 s,0.6923,0.0048,0.1945,0.0093
828_Exathlon_id_19_Facility_tr_11663_1st_13482,0.649378,17.17 s,0.7876,0.7685,0.1305,0.2231
831_Exathlon_id_22_Facility_tr_11665_1st_13484,0.653052,17.49 s,0.8825,0.8706,0.1381,0.2384
820_Exathlon_id_11_Facility_tr_11665_1st_13484,0.653052,17.32 s,0.8705,0.8793,0.1407,0.2425
826_Exathlon_id_17_Facility_tr_11665_1st_13484,0.653052,17.23 s,0.8759,0.8771,0.1361,0.2356
834_Exathlon_id_25_Facility_tr_11665_1st_13484,0.653052,17.29 s,0.8699,0.8572,0.1475,0.2517
423_UCR_id_121_Facility_tr_13750_1st_52600,0.675786,20.37 s,0.4845,0.0,0.0,0.0
404_UCR_id_102_Facility_tr_13750_1st_52600,0.693161,20.44 s,0.7955,0.056,0.2874,0.0938
266_IOPS_id_7_WebService_tr_4010_1st_4110,0.704388,33.55 s,0.776,0.3629,0.1543,0.2165
343_UCR_id_41_Facility_tr_14030_1st_52600,0.708986,20.77 s,0.725,0.035,0.21,0.0599
223_LTDB_id_8_Medical_tr_4456_1st_4556,0.717566,37.85 s,0.5282,0.0448,0.0077,0.0131
222_LTDB_id_7_Medical_tr_3618_1st_3718,0.725365,37.77 s,0.7085,0.545,0.0604,0.1087
221_LTDB_id_6_Medical_tr_500_1st_26,0.729598,37.80 s,0.5754,0.2884,0.0238,0.0439
220_LTDB_id_5_Medical_tr_500_1st_26,0.736134,37.63 s,0.6117,0.6033,0.0467,0.0867
224_LTDB_id_9_Medical_tr_4456_1st_4556,0.743696,37.85 s,0.615,0.1272,0.0202,0.0349
238_SVDB_id_2_Medical_tr_25000_1st_71963,0.759757,37.84 s,0.6304,0.017,0.0635,0.0268
498_UCR_id_196_Medical_tr_15000_1st_51370,0.7612,22.11 s,0.5192,0.0084,0.0279,0.0129
494_UCR_id_192_Facility_tr_22500_1st_72150,0.774517,33.65 s,0.5032,0.0045,0.0161,0.007
219_LTDB_id_4_Medical_tr_3618_1st_3718,0.775251,37.83 s,0.7045,0.2142,0.0438,0.0728
265_IOPS_id_6_WebService_tr_6453_1st_6553,0.775753,48.51 s,0.9963,0.9907,0.6115,0.7562
217_LTDB_id_2_Medical_tr_500_1st_266,0.794884,37.89 s,0.4952,0.2546,0.0381,0.0663
216_LTDB_id_1_Medical_tr_500_1st_266,0.795035,37.71 s,0.419,0.0581,0.0093,0.016
218_LTDB_id_3_Medical_tr_500_1st_266,0.798263,37.81 s,0.4252,0.0656,0.0103,0.0178
314_UCR_id_12_HumanActivity_tr_16250_1st_38500,0.803115,24.14 s,0.4982,0.0023,0.0058,0.0033
505_UCR_id_203_HumanActivity_tr_16000_1st_33070,0.806356,23.74 s,0.3608,0.0002,0.0009,0.0003
381_UCR_id_79_HumanActivity_tr_16000_1st_31200,0.80659,23.78 s,0.4726,0.0031,0.0025,0.0028
362_UCR_id_60_HumanActivity_tr_16000_1st_31200,0.806945,23.89 s,0.4813,0.0061,0.012,0.0081
317_UCR_id_15_HumanActivity_tr_16000_1st_38400,0.806948,23.85 s,0.4353,0.0131,0.0126,0.0128
264_IOPS_id_5_WebService_tr_11665_1st_11765,0.835015,22.33 s,0.5483,0.5178,0.0044,0.0088
345_UCR_id_43_Facility_tr_25000_1st_44630,0.901712,35.13 s,0.5004,0.0014,0.0154,0.0025
432_UCR_id_130_Facility_tr_23000_1st_26970,0.920007,32.19 s,0.5389,0.0055,0.0248,0.009
253_SVDB_id_17_Medical_tr_17803_1st_17903,0.934776,46.31 s,0.5679,0.0204,0.0193,0.0198
241_SVDB_id_5_Medical_tr_11587_1st_11687,0.948198,46.18 s,0.6414,0.1317,0.0421,0.0638
237_SVDB_id_1_Medical_tr_11587_1st_11687,0.968883,46.57 s,0.7052,0.2982,0.0768,0.1222
244_SVDB_id_8_Medical_tr_17803_1st_17903,0.969218,49.79 s,0.5696,0.0331,0.0309,0.032
248_SVDB_id_12_Medical_tr_18462_1st_18562,0.974199,46.66 s,0.6195,0.1011,0.0452,0.0624
262_IOPS_id_3_WebService_tr_7028_1st_7128,0.990205,47.55 s,0.7889,0.4076,0.1682,0.2381
529_UCR_id_227_Facility_tr_19948_1st_52000,0.990419,29.83 s,0.717,0.0138,0.058,0.0223
312_UCR_id_10_Facility_tr_19948_1st_52000,0.991067,29.82 s,0.6993,0.0113,0.0433,0.0179
308_UCR_id_6_Facility_tr_20000_1st_56600,0.993139,27.68 s,0.3573,0.0,0.0,0.0
406_UCR_id_104_Facility_tr_20000_1st_67950,0.993701,29.87 s,0.6734,0.0146,0.1559,0.0268
240_SVDB_id_4_Medical_tr_18462_1st_18562,0.999064,49.63 s,0.5973,0.1214,0.0554,0.0761
409_UCR_id_107_Facility_tr_20000_1st_67950,1.007367,29.80 s,0.6573,0.0123,0.1322,0.0225
456_UCR_id_154_Facility_tr_22500_1st_72150,1.106989,33.87 s,0.5656,0.0092,0.0539,0.0158
307_UCR_id_5_Facility_tr_29895_1st_39240,1.115576,46.10 s,0.6093,0.0016,0.038,0.003
349_UCR_id_47_Facility_tr_29954_1st_74900,1.117768,45.97 s,0.5953,0.001,0.0216,0.002
472_UCR_id_170_Facility_tr_32000_1st_67995,1.15202,48.74 s,0.9805,0.0002,0.8235,0.0004
379_UCR_id_77_Facility_tr_32191_1st_124159,1.159004,46.15 s,0.5149,0.0066,0.0268,0.0106
491_UCR_id_189_Facility_tr_32372_1st_114000,1.166502,49.37 s,0.3812,0.0,0.0,0.0
431_UCR_id_129_Facility_tr_32500_1st_114283,1.17002,49.83 s,0.5923,0.0004,0.0257,0.0009
263_IOPS_id_4_WebService_tr_3482_1st_3582,1.17809,56.96 s,0.8143,1.0,0.0832,0.1536
272_IOPS_id_13_WebService_tr_3442_1st_3542,1.178433,56.93 s,0.8455,0.6554,0.3238,0.4335
242_SVDB_id_6_Medical_tr_10726_1st_10826,1.306346,70.13 s,0.7164,0.1283,0.1174,0.1226
461_UCR_id_159_Medical_tr_45096_1st_131200,1.311793,69.55 s,0.3355,0.0001,0.0009,0.0002
274_IOPS_id_15_WebService_tr_4591_1st_4691,1.316538,53.28 s,0.6777,0.4209,0.0795,0.1337
273_IOPS_id_14_WebService_tr_5569_1st_5669,1.321487,57.09 s,0.6795,0.0232,0.0944,0.0373
243_SVDB_id_7_Medical_tr_11393_1st_11493,1.338788,64.52 s,0.5265,0.0285,0.0209,0.0241
245_SVDB_id_9_Medical_tr_12607_1st_12707,1.345818,64.49 s,0.6797,0.2243,0.0555,0.0889
276_IOPS_id_17_WebService_tr_19197_1st_19297,1.363378,32.09 s,0.6247,0.9485,0.012,0.0237
375_UCR_id_73_Medical_tr_47500_1st_123000,1.37629,69.27 s,0.8802,0.0121,0.1465,0.0223
457_UCR_id_155_Medical_tr_49999_1st_143000,1.44833,72.16 s,0.6092,0.0036,0.0426,0.0066
453_UCR_id_151_Facility_tr_32000_1st_67995,1.521983,44.90 s,0.99,0.0003,1.0,0.0005
336_UCR_id_34_Facility_tr_32191_1st_124159,1.53105,45.78 s,0.5011,0.0058,0.0298,0.0098
497_UCR_id_195_Facility_tr_32372_1st_114000,1.539636,45.54 s,0.3987,0.0,0.0,0.0
340_UCR_id_38_Facility_tr_32500_1st_114283,1.545897,45.75 s,0.594,0.0,0.0017,0.0001
487_UCR_id_185_Medical_tr_49938_1st_191200,1.548461,78.11 s,0.4432,0.0019,0.0225,0.0035
416_UCR_id_114_Medical_tr_50000_1st_91200,1.639709,82.42 s,0.6362,0.0041,0.0509,0.0077
226_MGAB_id_2_Synthetic_tr_20000_1st_45134,1.661721,29.99 s,0.5841,0.0039,0.0465,0.0072
255_SVDB_id_19_Medical_tr_50000_1st_54982,1.694378,90.16 s,0.515,0.0393,0.0311,0.0347
256_SVDB_id_20_Medical_tr_6264_1st_6364,1.696119,90.22 s,0.5343,0.0434,0.0263,0.0328
250_SVDB_id_14_Medical_tr_50000_1st_107354,1.729542,90.40 s,0.6157,0.0528,0.0457,0.049
249_SVDB_id_13_Medical_tr_50000_1st_54982,1.764737,90.34 s,0.569,0.0566,0.0341,0.0425
239_SVDB_id_3_Medical_tr_50000_1st_106634,1.765595,90.19 s,0.6328,0.0744,0.105,0.0871
352_UCR_id_50_HumanActivity_tr_48750_1st_110800,1.789849,70.94 s,0.7995,0.0,0.0,0.0
414_UCR_id_112_HumanActivity_tr_48750_1st_143411,1.790252,76.33 s,0.3879,0.0,0.0014,0.0001
323_UCR_id_21_HumanActivity_tr_48812_1st_128430,1.793711,78.88 s,0.3044,0.0,0.0,0.0
392_UCR_id_90_HumanActivity_tr_48750_1st_130700,1.795081,71.54 s,0.5263,0.0104,0.0249,0.0147
425_UCR_id_123_Medical_tr_16700_1st_16800,1.835622,73.40 s,0.5687,0.0041,0.0613,0.0077
459_UCR_id_157_HumanActivity_tr_50000_1st_110260,1.837091,79.70 s,0.4162,0.0,0.0,0.0
254_SVDB_id_18_Medical_tr_30824_1st_30924,1.928823,90.77 s,0.5609,0.06,0.0391,0.0474
251_SVDB_id_15_Medical_tr_5421_1st_5521,2.025738,90.79 s,0.6227,0.2001,0.0749,0.109
252_SVDB_id_16_Medical_tr_12167_1st_12267,2.050972,85.08 s,0.5201,0.02,0.016,0.0178
229_MGAB_id_5_Synthetic_tr_25000_1st_33098,2.07675,38.72 s,0.5298,0.002,0.0215,0.0037
232_MGAB_id_8_Synthetic_tr_25000_1st_32708,2.076784,38.32 s,0.4991,0.0026,0.0245,0.0047
228_MGAB_id_4_Synthetic_tr_25000_1st_38948,2.076801,38.29 s,0.5331,0.0036,0.0347,0.0065
230_MGAB_id_6_Synthetic_tr_25000_1st_42441,2.076821,35.68 s,0.5085,0.0017,0.0194,0.0032
227_MGAB_id_3_Synthetic_tr_25000_1st_44340,2.076862,38.45 s,0.4896,0.0012,0.0105,0.0021
225_MGAB_id_1_Synthetic_tr_25000_1st_38478,2.076937,38.34 s,0.5747,0.0028,0.0268,0.0051
231_MGAB_id_7_Synthetic_tr_25000_1st_35544,2.077069,38.29 s,0.5597,0.0034,0.0354,0.0061
233_MGAB_id_9_Synthetic_tr_25000_1st_41300,2.077097,38.04 s,0.4882,0.0014,0.0108,0.0025
476_UCR_id_174_Facility_tr_50000_1st_64632,2.284522,116.26 s,0.5823,0.0025,0.0929,0.005
365_UCR_id_63_Facility_tr_50000_1st_210720,2.285467,118.32 s,0.5289,0.0024,0.0291,0.0044
510_UCR_id_208_Facility_tr_50000_1st_126920,2.285612,118.47 s,0.6304,0.0032,0.057,0.0061
455_UCR_id_153_Facility_tr_50000_1st_163632,2.363487,117.86 s,0.5033,0.0061,0.0334,0.0103
433_UCR_id_131_Facility_tr_50000_1st_106720,2.376919,118.59 s,0.5161,0.0019,0.0195,0.0035
422_UCR_id_120_Facility_tr_50000_1st_150720,2.436517,118.53 s,0.4345,0.0,0.0003,0.0001
368_UCR_id_66_Facility_tr_50000_1st_125720,2.436771,110.13 s,0.5994,0.004,0.0381,0.0072
421_UCR_id_119_HumanActivity_tr_48750_1st_130700,2.454113,71.70 s,0.5274,0.0069,0.0225,0.0106
439_UCR_id_137_HumanActivity_tr_48750_1st_110800,2.454161,71.42 s,0.86,0.0,0.0,0.0
355_UCR_id_53_HumanActivity_tr_48750_1st_143411,2.45458,70.98 s,0.4174,0.0,0.001,0.0
341_UCR_id_39_HumanActivity_tr_48812_1st_128430,2.457336,76.96 s,0.403,0.0,0.0,0.0
337_UCR_id_35_HumanActivity_tr_50000_1st_110260,2.516521,78.16 s,0.3315,0.0,0.0,0.0
440_UCR_id_138_Medical_tr_16700_1st_16800,2.516984,78.99 s,0.5577,0.0038,0.0553,0.0072
525_UCR_id_223_Facility_tr_50000_1st_250720,2.557531,110.75 s,0.6286,0.0019,0.0184,0.0034
480_UCR_id_178_Facility_tr_50000_1st_160720,2.647841,118.08 s,0.5764,0.0052,0.0503,0.0094
170_MITDB_id_1_Medical_tr_17675_1st_17775,4.223807,200.19 s,0.5146,0.0461,0.0188,0.0267
550_SWaT_id_1_Sensor_tr_43700_1st_43800,4.599934,167.04 s,0.2049,0.638,0.0248,0.0478
172_MITDB_id_3_Medical_tr_27274_1st_27374,5.144202,274.63 s,0.3293,0.005,0.0064,0.0056
174_MITDB_id_5_Medical_tr_50000_1st_539948,5.213417,265.52 s,0.6133,0.0057,0.1596,0.0111
176_MITDB_id_7_Medical_tr_6232_1st_6332,5.351151,262.94 s,0.6206,0.2489,0.0696,0.1088
173_MITDB_id_4_Medical_tr_13620_1st_13720,5.429973,260.27 s,0.518,0.0724,0.0179,0.0287
175_MITDB_id_6_Medical_tr_27274_1st_27374,5.433638,242.43 s,0.5284,0.0502,0.0297,0.0373
171_MITDB_id_2_Medical_tr_50000_1st_88864,5.462176,242.05 s,0.7468,0.1456,0.1115,0.1263
177_MITDB_id_8_Medical_tr_17675_1st_17775,5.474354,247.19 s,0.5371,0.0466,0.0214,0.0293
286_CATSv2_id_1_Sensor_tr_17792_1st_17892,6.314508,119.11 s,0.569,1.0,0.011,0.0217
331_UCR_id_29_Facility_tr_50000_1st_837400,8.769557,376.14 s,0.4876,0.0018,0.0255,0.0034
503_UCR_id_201_Facility_tr_50000_1st_593450,8.771665,370.05 s,0.8444,0.0005,0.1629,0.0009
384_UCR_id_82_Facility_tr_50000_1st_884100,8.794346,369.55 s,0.6051,0.0000,0.0000,0.0000
