dataset,size_in_MB,eval_time,AUC_ROC,Precision,Recall,F1
060_WSD_id_32_WebService_tr_4576_1st_4766,0.159714,8.25 s,0.599,0.8812,0.1817,0.3013
042_WSD_id_14_WebService_tr_3015_1st_3115,0.15979,8.25 s,0.7264,0.9048,0.3144,0.4666
127_WSD_id_99_WebService_tr_1164_1st_1264,0.159871,8.18 s,0.6497,0.926,0.2068,0.3381
055_WSD_id_27_WebService_tr_3768_1st_3868,0.15999,8.18 s,0.6161,0.5299,0.1816,0.2705
114_WSD_id_86_WebService_tr_500_1st_403,0.160112,8.20 s,0.6694,0.4536,0.2284,0.3038
054_WSD_id_26_WebService_tr_2409_1st_2509,0.160257,8.27 s,0.6476,0.3837,0.1917,0.2557
108_WSD_id_80_WebService_tr_2368_1st_2468,0.16029,8.21 s,0.5982,0.836,0.1542,0.2604
046_WSD_id_18_WebService_tr_2357_1st_2457,0.160374,8.24 s,0.6444,0.8456,0.1777,0.2937
113_WSD_id_85_WebService_tr_500_1st_335,0.160642,8.38 s,0.6161,0.5625,0.1747,0.2666
123_WSD_id_95_WebService_tr_4559_1st_4901,0.160716,8.22 s,0.6463,0.5578,0.1833,0.2759
130_WSD_id_102_WebService_tr_2362_1st_2462,0.161962,8.20 s,0.6701,0.9074,0.0736,0.1362
122_WSD_id_94_WebService_tr_4559_1st_8618,0.162137,8.21 s,0.4903,0.0662,0.0436,0.0526
100_WSD_id_72_WebService_tr_4559_1st_10254,0.162199,8.23 s,0.9065,0.8017,0.1089,0.1918
105_WSD_id_77_WebService_tr_2348_1st_2448,0.162332,8.24 s,0.6164,0.7895,0.2176,0.3412
109_WSD_id_81_WebService_tr_3175_1st_3275,0.162452,8.14 s,0.9603,0.9712,0.3904,0.557
112_WSD_id_84_WebService_tr_2442_1st_2542,0.162498,8.28 s,0.6283,0.7132,0.1997,0.312
078_WSD_id_50_WebService_tr_2449_1st_2549,0.162622,8.23 s,0.6011,0.7343,0.1879,0.2992
118_WSD_id_90_WebService_tr_4559_1st_6317,0.162734,8.21 s,0.7878,0.0446,0.366,0.0795
063_WSD_id_35_WebService_tr_2290_1st_2390,0.162961,8.22 s,0.6012,0.4914,0.0501,0.0909
098_WSD_id_70_WebService_tr_3575_1st_3675,0.163003,8.22 s,0.7733,0.5734,0.3565,0.4397
101_WSD_id_73_WebService_tr_1513_1st_1613,0.163127,8.24 s,0.7666,0.0487,0.26,0.0821
053_WSD_id_25_WebService_tr_4559_1st_9198,0.16357,8.27 s,0.661,0.0055,0.1336,0.0105
103_WSD_id_75_WebService_tr_1375_1st_1475,0.163636,8.22 s,0.7055,0.1781,0.0809,0.1112
088_WSD_id_60_WebService_tr_4548_1st_5596,0.163743,8.27 s,0.6295,0.2399,0.159,0.1913
069_WSD_id_41_WebService_tr_4548_1st_13988,0.163756,8.30 s,0.6603,0.0248,0.2447,0.0451
068_WSD_id_40_WebService_tr_4549_1st_13322,0.163846,8.25 s,0.6799,0.0432,0.1611,0.0681
035_WSD_id_7_WebService_tr_4555_1st_11911,0.164057,8.23 s,0.6532,0.0807,0.2238,0.1186
121_WSD_id_93_WebService_tr_4559_1st_11749,0.164122,8.30 s,0.6372,0.067,0.214,0.102
099_WSD_id_71_WebService_tr_4559_1st_14411,0.164127,8.28 s,0.6318,0.0393,0.1538,0.0627
029_WSD_id_1_WebService_tr_4559_1st_10201,0.164129,8.22 s,0.7483,0.0313,0.2066,0.0544
137_WSD_id_109_WebService_tr_4559_1st_14404,0.164129,8.20 s,0.5819,0.0413,0.1219,0.0617
064_WSD_id_36_WebService_tr_4559_1st_10195,0.164132,8.28 s,0.7812,0.0198,0.1861,0.0359
048_WSD_id_20_WebService_tr_4559_1st_11813,0.164134,8.28 s,0.6609,0.1239,0.1453,0.1338
050_WSD_id_22_WebService_tr_4559_1st_12816,0.164186,8.28 s,0.6421,0.0272,0.0875,0.0416
067_WSD_id_39_WebService_tr_4559_1st_13973,0.164227,8.30 s,0.6037,0.0797,0.1433,0.1024
119_WSD_id_91_WebService_tr_4559_1st_12353,0.164252,8.26 s,0.4938,0.011,0.1029,0.0199
087_WSD_id_59_WebService_tr_4559_1st_12600,0.164298,8.31 s,0.786,0.0176,0.3262,0.0334
033_WSD_id_5_WebService_tr_4559_1st_12588,0.164327,8.26 s,0.604,0.014,0.2242,0.0264
061_WSD_id_33_WebService_tr_4559_1st_9722,0.164362,8.23 s,0.725,0.0287,0.3066,0.0525
040_WSD_id_12_WebService_tr_4559_1st_9714,0.164372,8.23 s,0.6425,0.0266,0.209,0.0473
107_WSD_id_79_WebService_tr_1095_1st_1195,0.164448,8.22 s,0.7943,0.3065,0.1561,0.2068
106_WSD_id_78_WebService_tr_3363_1st_3463,0.164486,8.21 s,0.7694,0.4368,0.1436,0.2161
059_WSD_id_31_WebService_tr_4559_1st_9058,0.164509,8.23 s,0.6799,0.0269,0.1444,0.0454
415_UCR_id_113_Medical_tr_3000_1st_8612,0.165011,5.39 s,0.6716,0.0279,0.074,0.0406
527_UCR_id_225_Medical_tr_3000_1st_5948,0.165017,5.38 s,0.7052,0.0096,0.059,0.0166
305_UCR_id_3_Medical_tr_3000_1st_5948,0.165073,5.37 s,0.7177,0.0054,0.0343,0.0094
419_UCR_id_117_Facility_tr_3000_1st_6168,0.165081,5.36 s,0.3244,0.0,0.0,0.0
521_UCR_id_219_Facility_tr_3000_1st_6527,0.165117,5.38 s,0.6385,0.0375,0.0895,0.0529
451_UCR_id_149_Medical_tr_3000_1st_7175,0.165125,5.44 s,0.4713,0.0184,0.0243,0.0209
131_WSD_id_103_WebService_tr_4573_1st_7021,0.165554,8.23 s,0.7807,0.0086,0.2207,0.0165
138_WSD_id_110_WebService_tr_4584_1st_6039,0.166159,8.30 s,0.5898,0.0151,0.1529,0.0276
065_WSD_id_37_WebService_tr_3451_1st_3551,0.166504,8.28 s,0.7625,0.9902,0.0498,0.0947
037_WSD_id_9_WebService_tr_4583_1st_6214,0.167225,8.29 s,0.6355,0.0953,0.1334,0.1112
544_SMAP_id_14_Sensor_tr_1978_1st_4450,0.169475,3.59 s,0.4266,0.0584,0.0779,0.0668
543_SMAP_id_13_Sensor_tr_2020_1st_4550,0.172014,3.62 s,0.5895,0.1032,0.1381,0.1182
868_OPPORTUNITY_id_27_HumanActivity_tr_2085_1st_2185,0.175519,10.09 s,0.4303,0.0461,0.0183,0.0262
540_SMAP_id_10_Sensor_tr_2051_1st_4575,0.176036,3.72 s,0.5988,0.1831,0.1196,0.1447
023_NAB_id_23_Facility_tr_4512_1st_16551,0.177096,8.20 s,0.7352,0.2671,0.0672,0.1074
533_SMAP_id_3_Sensor_tr_2052_1st_5300,0.177576,3.74 s,0.9874,1.0,0.1633,0.2807
532_SMAP_id_2_Sensor_tr_2075_1st_5550,0.177878,3.74 s,0.6588,0.8384,0.0768,0.1407
865_OPPORTUNITY_id_24_HumanActivity_tr_2085_1st_2185,0.178121,10.07 s,0.4941,0.1167,0.0407,0.0604
549_SMAP_id_19_Sensor_tr_1998_1st_2098,0.178278,3.85 s,0.7932,1.0,0.0213,0.0418
548_SMAP_id_18_Sensor_tr_2094_1st_5600,0.179152,3.76 s,0.8067,0.0585,0.239,0.094
546_SMAP_id_16_Sensor_tr_2117_1st_4770,0.180827,3.81 s,0.5349,0.0211,0.0363,0.0267
536_SMAP_id_6_Sensor_tr_2160_1st_5600,0.183067,3.86 s,0.9791,0.5344,0.2556,0.3458
261_IOPS_id_2_WebService_tr_2178_1st_2278,0.183495,3.93 s,0.5215,0.1006,0.3485,0.1561
275_IOPS_id_16_WebService_tr_1482_1st_1582,0.183536,3.93 s,0.7387,0.0593,0.1432,0.0839
547_SMAP_id_17_Sensor_tr_2133_1st_5400,0.185927,3.84 s,0.7461,0.6556,0.1427,0.2344
155_Stock_id_7_Finance_tr_500_1st_18,0.187936,9.07 s,0.9989,0.9904,0.4836,0.6499
154_Stock_id_6_Finance_tr_500_1st_38,0.187951,9.08 s,0.999,0.9923,0.5009,0.6657
149_Stock_id_1_Finance_tr_500_1st_7,0.187965,9.08 s,0.999,0.9905,0.5187,0.6809
158_Stock_id_10_Finance_tr_500_1st_2,0.187999,9.09 s,0.9989,0.9904,0.4823,0.6487
160_Stock_id_12_Finance_tr_500_1st_14,0.188016,9.09 s,0.999,0.9928,0.5193,0.6819
846_OPPORTUNITY_id_5_HumanActivity_tr_2085_1st_2185,0.191077,10.08 s,0.4977,0.0319,0.0126,0.018
866_OPPORTUNITY_id_25_HumanActivity_tr_6213_1st_7311,0.197346,11.36 s,0.3386,0.005,0.002,0.0029
198_SMD_id_21_Facility_tr_5925_1st_17580,0.198852,10.81 s,0.9855,0.9054,0.1776,0.2969
861_OPPORTUNITY_id_20_HumanActivity_tr_2085_1st_2185,0.199693,10.07 s,0.5444,0.0415,0.0157,0.0227
208_SMD_id_31_Facility_tr_5000_1st_15144,0.201229,9.09 s,0.8135,0.8347,0.1173,0.2057
511_UCR_id_209_Medical_tr_7500_1st_11800,0.202137,13.77 s,0.5908,0.0267,0.0596,0.0369
482_UCR_id_180_Medical_tr_7500_1st_16000,0.202183,13.79 s,0.6132,0.0105,0.0734,0.0183
851_OPPORTUNITY_id_10_HumanActivity_tr_6213_1st_7311,0.202751,11.43 s,0.1855,0.0,0.0,0.0
363_UCR_id_61_Medical_tr_7500_1st_16000,0.206167,13.68 s,0.5753,0.0082,0.0334,0.0131
342_UCR_id_40_Medical_tr_7500_1st_17000,0.206171,13.81 s,0.6167,0.0111,0.0461,0.0179
372_UCR_id_70_Medical_tr_7500_1st_17000,0.20622,13.79 s,0.5128,0.0096,0.0402,0.0155
477_UCR_id_175_Medical_tr_7500_1st_17000,0.206256,13.80 s,0.6484,0.0193,0.0732,0.0306
412_UCR_id_110_Medical_tr_7500_1st_16900,0.206304,13.78 s,0.579,0.0207,0.0397,0.0272
164_Stock_id_16_Finance_tr_500_1st_8,0.208645,9.15 s,0.9998,1.0,0.4612,0.6313
165_Stock_id_17_Finance_tr_500_1st_7,0.208826,9.15 s,0.9997,0.9995,0.4553,0.6256
159_Stock_id_11_Finance_tr_500_1st_5,0.208831,9.16 s,0.9997,0.9995,0.4668,0.6364
166_Stock_id_18_Finance_tr_500_1st_18,0.208847,9.21 s,0.9997,0.9996,0.4603,0.6304
152_Stock_id_4_Finance_tr_500_1st_2,0.208981,9.22 s,0.9996,0.9992,0.4599,0.6299
062_WSD_id_34_WebService_tr_3371_1st_3471,0.20903,8.35 s,0.9642,0.9624,0.478,0.6388
204_SMD_id_27_Facility_tr_5000_1st_15144,0.212423,9.17 s,0.7967,0.61,0.1071,0.1823
185_SMD_id_8_Facility_tr_5000_1st_15144,0.215422,9.12 s,0.8108,0.9077,0.1153,0.2046
126_WSD_id_98_WebService_tr_657_1st_757,0.216365,8.55 s,0.9348,0.9812,0.3796,0.5474
074_WSD_id_46_WebService_tr_990_1st_1090,0.217145,8.32 s,0.9384,0.9345,0.3682,0.5283
076_WSD_id_48_WebService_tr_3821_1st_7083,0.21724,6.95 s,0.9176,0.9936,0.3377,0.5041
197_SMD_id_20_Facility_tr_5000_1st_15144,0.2175,9.09 s,0.8753,0.882,0.1393,0.2405
181_SMD_id_4_Facility_tr_5000_1st_15144,0.217705,9.10 s,0.8664,0.9246,0.1201,0.2126
187_SMD_id_10_Facility_tr_5000_1st_15849,0.217838,9.16 s,0.7282,0.7541,0.0335,0.0641
234_SED_id_1_Medical_tr_3740_1st_3840,0.218893,9.11 s,0.2771,0.0077,0.004,0.0052
402_UCR_id_100_Medical_tr_7500_1st_19510,0.222002,13.74 s,0.673,0.0135,0.0643,0.0223
849_OPPORTUNITY_id_8_HumanActivity_tr_1100_1st_1200,0.223771,11.32 s,0.7016,0.0487,0.0247,0.0328
058_WSD_id_30_WebService_tr_1136_1st_1236,0.225987,8.23 s,0.8666,0.0654,0.5927,0.1178
842_OPPORTUNITY_id_1_HumanActivity_tr_7295_1st_27516,0.227985,13.30 s,0.4682,0.0069,0.0101,0.0082
845_OPPORTUNITY_id_4_HumanActivity_tr_7295_1st_27516,0.231287,13.27 s,0.7002,0.0064,0.0082,0.0072
117_WSD_id_89_WebService_tr_3251_1st_3351,0.237229,7.36 s,0.8081,0.006,0.3506,0.0119
501_UCR_id_199_Facility_tr_7482_1st_29480,0.23922,13.62 s,0.7736,0.0112,0.2625,0.0214
330_UCR_id_28_Facility_tr_7482_1st_23405,0.239427,13.60 s,0.6347,0.0146,0.0963,0.0253
517_UCR_id_215_Facility_tr_7482_1st_24005,0.239433,13.62 s,0.7715,0.0525,0.3185,0.0901
500_UCR_id_198_Facility_tr_7482_1st_23357,0.239798,13.62 s,0.4019,0.006,0.0079,0.0068
354_UCR_id_52_Facility_tr_7482_1st_18485,0.240162,13.67 s,0.3085,0.0009,0.0012,0.001
333_UCR_id_31_Facility_tr_7500_1st_13400,0.240736,13.66 s,0.4657,0.008,0.0086,0.0083
079_WSD_id_51_WebService_tr_4559_1st_10672,0.242329,8.21 s,0.8952,0.1817,0.5054,0.2673
191_SMD_id_14_Facility_tr_4596_1st_4696,0.247123,10.28 s,0.8626,0.8571,0.3064,0.4515
086_WSD_id_58_WebService_tr_4436_1st_9529,0.251224,7.97 s,0.8768,0.8561,0.1968,0.32
192_SMD_id_15_Facility_tr_5925_1st_17580,0.255089,10.80 s,0.9747,0.9986,0.5944,0.7452
178_SMD_id_1_Facility_tr_6000_1st_10609,0.255746,10.96 s,0.5788,0.0788,0.0883,0.0832
268_IOPS_id_9_WebService_tr_6216_1st_6316,0.257655,13.35 s,0.6744,0.7954,0.0239,0.0464
215_SMD_id_38_Facility_tr_5925_1st_17580,0.257973,10.83 s,0.9645,0.9277,0.316,0.4714
189_SMD_id_12_Facility_tr_5925_1st_17580,0.258001,10.75 s,0.9235,1.0,0.1786,0.303
213_SMD_id_36_Facility_tr_5925_1st_17580,0.25802,10.75 s,0.9756,0.9672,0.3256,0.4872
205_SMD_id_28_Facility_tr_5925_1st_17580,0.258062,10.74 s,0.9087,0.9925,0.3393,0.5057
183_SMD_id_6_Facility_tr_5925_1st_17580,0.258082,10.73 s,0.9002,0.9726,0.3231,0.4851
186_SMD_id_9_Facility_tr_5925_1st_17580,0.258096,10.74 s,0.8997,0.7796,0.48,0.5941
179_SMD_id_2_Facility_tr_5925_1st_17580,0.258097,10.73 s,0.8694,0.378,0.3177,0.3452
195_SMD_id_18_Facility_tr_5925_1st_17580,0.258101,10.82 s,0.9252,0.9986,0.34,0.5073
193_SMD_id_16_Facility_tr_5925_1st_17580,0.258115,10.83 s,0.8841,0.5234,0.3309,0.4055
214_SMD_id_37_Facility_tr_5925_1st_17580,0.258125,10.82 s,0.8695,0.3779,0.3176,0.3451
212_SMD_id_35_Facility_tr_5925_1st_17580,0.258128,10.83 s,0.9712,0.9542,0.3668,0.5299
210_SMD_id_33_Facility_tr_5925_1st_17580,0.258137,10.83 s,0.9155,0.9779,0.3815,0.5489
211_SMD_id_34_Facility_tr_5925_1st_17580,0.258139,10.76 s,0.976,1.0,0.2631,0.4166
199_SMD_id_22_Facility_tr_5925_1st_17580,0.258187,10.78 s,0.9256,0.969,0.2466,0.3932
209_SMD_id_32_Facility_tr_5925_1st_17580,0.258454,10.84 s,0.851,0.3018,0.0516,0.0881
838_Exathlon_id_29_Facility_tr_10766_1st_12590,0.25853,19.81 s,0.7518,0.3692,0.0136,0.0263
827_Exathlon_id_18_Facility_tr_10766_1st_12590,0.25853,19.85 s,0.7025,0.8796,0.1143,0.2023
822_Exathlon_id_13_Facility_tr_10766_1st_12590,0.25853,19.84 s,0.7518,0.3692,0.0136,0.0263
840_Exathlon_id_31_Facility_tr_10766_1st_12590,0.25853,19.87 s,0.7025,0.8796,0.1143,0.2023
817_Exathlon_id_8_Facility_tr_10766_1st_12590,0.25853,19.82 s,0.7518,0.3692,0.0136,0.0263
824_Exathlon_id_15_Facility_tr_10766_1st_12590,0.25853,19.85 s,0.7025,0.8796,0.1143,0.2023
825_Exathlon_id_16_Facility_tr_10766_1st_12590,0.260437,19.82 s,0.9144,0.98,0.0641,0.1203
811_Exathlon_id_2_Facility_tr_10766_1st_12590,0.260437,19.82 s,0.9144,0.98,0.0641,0.1203
814_Exathlon_id_5_Facility_tr_10766_1st_12590,0.260437,19.80 s,0.9144,0.98,0.0641,0.1203
095_WSD_id_67_WebService_tr_2182_1st_2282,0.260688,8.26 s,0.9392,0.8831,0.1899,0.3126
045_WSD_id_17_WebService_tr_2566_1st_2666,0.261371,8.25 s,0.8865,1.0,0.3333,0.5
833_Exathlon_id_24_Facility_tr_10766_1st_12590,0.261534,19.81 s,0.9621,0.9959,0.1469,0.2561
815_Exathlon_id_6_Facility_tr_10766_1st_12590,0.261534,19.79 s,0.9621,0.9959,0.1469,0.2561
812_Exathlon_id_3_Facility_tr_10766_1st_12590,0.261534,19.82 s,0.9621,0.9959,0.1469,0.2561
836_Exathlon_id_27_Facility_tr_10766_1st_12590,0.261534,19.80 s,0.9621,0.9959,0.1469,0.2561
819_Exathlon_id_10_Facility_tr_10766_1st_12590,0.263885,19.79 s,0.8945,0.7944,0.0588,0.1095
043_WSD_id_15_WebService_tr_4521_1st_6828,0.26405,8.20 s,0.7943,0.0211,0.3322,0.0397
129_WSD_id_101_WebService_tr_4448_1st_9592,0.269262,8.09 s,0.8886,0.977,0.2074,0.3422
206_SMD_id_29_Facility_tr_6250_1st_21230,0.272165,11.41 s,0.6747,0.0337,0.1873,0.0571
202_SMD_id_25_Facility_tr_6250_1st_21230,0.272226,11.39 s,0.6542,0.0366,0.2006,0.0619
520_UCR_id_218_Medical_tr_9567_1st_16000,0.274383,17.52 s,0.5154,0.0019,0.0117,0.0033
378_UCR_id_76_Medical_tr_9594_1st_11111,0.275059,17.60 s,0.7929,0.0019,0.0117,0.0033
447_UCR_id_145_Medical_tr_9625_1st_12240,0.275297,17.63 s,0.6181,0.005,0.0457,0.009
518_UCR_id_216_Medical_tr_9625_1st_20950,0.27534,17.66 s,0.7638,0.0225,0.0911,0.036
057_WSD_id_29_WebService_tr_2229_1st_2329,0.277449,8.26 s,0.8667,1.0,0.0983,0.179
260_IOPS_id_1_WebService_tr_5000_1st_11804,0.283496,9.04 s,0.9478,0.8727,0.2011,0.3269
036_WSD_id_8_WebService_tr_4504_1st_6898,0.28435,8.18 s,0.6959,0.0145,0.3355,0.0277
110_WSD_id_82_WebService_tr_500_1st_375,0.285578,8.27 s,0.718,0.9284,0.0553,0.1044
338_UCR_id_36_Facility_tr_9000_1st_12400,0.286642,16.46 s,0.4728,0.0054,0.0055,0.0054
083_WSD_id_55_WebService_tr_4599_1st_4863,0.288813,8.35 s,0.915,0.6132,0.1816,0.2802
319_UCR_id_17_Environment_tr_6166_1st_19280,0.293263,11.26 s,0.6231,0.0273,0.0652,0.0384
445_UCR_id_143_Environment_tr_6166_1st_19280,0.293301,11.27 s,0.608,0.0292,0.0688,0.041
467_UCR_id_165_Environment_tr_6166_1st_19280,0.293316,11.27 s,0.5795,0.0276,0.067,0.0391
184_SMD_id_7_Facility_tr_7119_1st_15849,0.296015,13.07 s,0.7661,0.8954,0.0183,0.0359
443_UCR_id_141_Medical_tr_7456_1st_17390,0.296805,13.67 s,0.5573,0.0264,0.1184,0.0432
460_UCR_id_158_Medical_tr_7487_1st_27862,0.296971,13.70 s,0.5954,0.0176,0.1487,0.0315
502_UCR_id_200_Medical_tr_7487_1st_16390,0.29706,13.69 s,0.8157,0.0227,0.4199,0.0431
376_UCR_id_74_Medical_tr_7500_1st_17210,0.297482,13.71 s,0.7433,0.0562,0.357,0.0971
351_UCR_id_49_Medical_tr_7464_1st_12190,0.297509,13.66 s,0.3576,0.0011,0.0029,0.0016
302_Power_id_1_Facility_tr_7685_1st_7785,0.299032,16.04 s,0.4557,0.0809,0.0209,0.0332
395_UCR_id_93_Medical_tr_7516_1st_17390,0.299266,13.80 s,0.4825,0.0073,0.0334,0.0119
452_UCR_id_150_Facility_tr_10000_1st_35774,0.305612,18.33 s,0.6274,0.0042,0.0266,0.0072
471_UCR_id_169_Facility_tr_10000_1st_35774,0.307147,18.35 s,0.5297,0.0139,0.0662,0.023
207_SMD_id_30_Facility_tr_7174_1st_21230,0.310359,13.14 s,0.7262,0.9569,0.1731,0.2932
835_Exathlon_id_26_Facility_tr_10766_1st_12590,0.310912,19.57 s,0.6139,0.2122,0.0161,0.0299
203_SMD_id_26_Facility_tr_7174_1st_21230,0.312039,13.05 s,0.7523,0.9809,0.2223,0.3625
200_SMD_id_23_Facility_tr_7174_1st_21230,0.312366,13.01 s,0.7443,0.8134,0.2464,0.3782
201_SMD_id_24_Facility_tr_7174_1st_21230,0.312502,13.01 s,0.737,0.0973,0.2156,0.1341
196_SMD_id_19_Facility_tr_7174_1st_21230,0.312517,13.02 s,0.7358,0.1013,0.2149,0.1377
182_SMD_id_5_Facility_tr_7174_1st_21230,0.31254,13.05 s,0.7102,0.1179,0.208,0.1505
190_SMD_id_13_Facility_tr_7119_1st_15849,0.312921,12.98 s,0.74,0.8773,0.0413,0.0789
813_Exathlon_id_4_Facility_tr_10766_1st_12590,0.313894,19.74 s,0.8408,0.2158,0.007,0.0135
084_WSD_id_56_WebService_tr_4559_1st_9616,0.330124,8.24 s,0.898,0.0715,0.3643,0.1195
056_WSD_id_28_WebService_tr_4559_1st_9689,0.332391,8.25 s,0.9046,0.045,0.4106,0.0811
810_Exathlon_id_1_Facility_tr_10766_1st_12590,0.333062,19.76 s,0.7302,0.2581,0.032,0.0569
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732,0.339003,17.74 s,0.9066,0.4622,0.048,0.087
823_Exathlon_id_14_Facility_tr_10766_1st_12590,0.350637,19.71 s,0.9215,0.6219,0.0631,0.1146
389_UCR_id_87_Facility_tr_7482_1st_18485,0.355778,13.69 s,0.3164,0.0022,0.0033,0.0026
350_UCR_id_48_Facility_tr_7482_1st_23405,0.355805,13.71 s,0.6014,0.0137,0.0922,0.0238
448_UCR_id_146_Facility_tr_7482_1st_23357,0.35587,13.69 s,0.4101,0.0062,0.0086,0.0072
322_UCR_id_20_Facility_tr_7482_1st_24005,0.355907,13.70 s,0.7823,0.0499,0.3161,0.0862
513_UCR_id_211_Medical_tr_9967_1st_26929,0.355965,18.30 s,0.6312,0.0085,0.1195,0.0158
394_UCR_id_92_Medical_tr_9967_1st_28995,0.359085,18.31 s,0.3859,0.0005,0.0046,0.0009
522_UCR_id_220_Medical_tr_10217_1st_27929,0.360468,18.68 s,0.5767,0.0029,0.0329,0.0053
427_UCR_id_125_Medical_tr_10403_1st_10995,0.363506,18.98 s,0.6584,0.001,0.0284,0.002
407_UCR_id_105_Medical_tr_7500_1st_16900,0.374321,13.63 s,0.5965,0.021,0.0398,0.0275
356_UCR_id_54_Medical_tr_7500_1st_16000,0.374565,13.65 s,0.5165,0.0052,0.0213,0.0084
528_UCR_id_226_Medical_tr_7500_1st_17000,0.374617,13.67 s,0.5015,0.0107,0.0441,0.0172
450_UCR_id_148_Medical_tr_7500_1st_16900,0.374621,13.62 s,0.5592,0.0203,0.0393,0.0268
446_UCR_id_144_Medical_tr_7500_1st_17000,0.374909,13.74 s,0.6167,0.018,0.0689,0.0286
390_UCR_id_88_Medical_tr_7500_1st_17000,0.374974,13.75 s,0.6046,0.0117,0.048,0.0188
841_Exathlon_id_32_Facility_tr_11663_1st_13482,0.376124,21.73 s,0.9159,0.765,0.1638,0.2698
332_UCR_id_30_Facility_tr_13750_1st_52600,0.376258,25.41 s,0.5361,0.0082,0.0159,0.0108
470_UCR_id_168_Medical_tr_10447_1st_10998,0.376979,19.22 s,0.5696,0.0009,0.0254,0.0017
515_UCR_id_213_Medical_tr_10499_1st_15000,0.378002,19.36 s,0.7326,0.0104,0.13,0.0192
818_Exathlon_id_9_Facility_tr_11665_1st_13484,0.380683,21.50 s,0.9516,0.7694,0.1749,0.285
382_UCR_id_80_Medical_tr_7500_1st_11800,0.381622,13.71 s,0.5855,0.026,0.0573,0.0358
488_UCR_id_186_Medical_tr_7500_1st_16000,0.381727,13.78 s,0.5989,0.0106,0.0727,0.0185
444_UCR_id_142_Medical_tr_10336_1st_17001,0.383804,19.03 s,0.8311,0.01,0.4518,0.0196
829_Exathlon_id_20_Facility_tr_10766_1st_12590,0.384043,19.65 s,0.8928,0.9424,0.0174,0.0342
816_Exathlon_id_7_Facility_tr_10766_1st_12590,0.384043,19.84 s,0.8928,0.9424,0.0174,0.0342
839_Exathlon_id_30_Facility_tr_10766_1st_12590,0.384043,19.82 s,0.8928,0.9424,0.0174,0.0342
832_Exathlon_id_23_Facility_tr_10766_1st_12590,0.384043,19.78 s,0.8928,0.9424,0.0174,0.0342
346_UCR_id_44_Medical_tr_7456_1st_17390,0.38449,13.62 s,0.5493,0.027,0.1208,0.0442
424_UCR_id_122_Medical_tr_7464_1st_12190,0.384883,13.65 s,0.3508,0.0011,0.0029,0.0016
358_UCR_id_56_Facility_tr_10500_1st_29080,0.385077,19.27 s,0.5694,0.0,0.0,0.0
441_UCR_id_139_Facility_tr_7500_1st_13400,0.385622,13.63 s,0.4905,0.0079,0.0086,0.0083
464_UCR_id_162_Medical_tr_7487_1st_16390,0.385992,13.56 s,0.8111,0.0226,0.418,0.0429
428_UCR_id_126_Medical_tr_7487_1st_27862,0.385994,13.57 s,0.5908,0.0156,0.1295,0.0279
329_UCR_id_27_Medical_tr_7500_1st_17210,0.386649,13.58 s,0.7331,0.053,0.3531,0.0922
478_UCR_id_176_Medical_tr_7500_1st_17210,0.386695,13.69 s,0.7451,0.052,0.3574,0.0908
519_UCR_id_217_Medical_tr_7516_1st_17390,0.387496,13.73 s,0.4788,0.0063,0.0287,0.0103
485_UCR_id_183_Medical_tr_7516_1st_17390,0.387527,13.74 s,0.4756,0.0093,0.0421,0.0152
357_UCR_id_55_Facility_tr_12500_1st_46600,0.391866,22.92 s,0.7434,0.0113,0.0072,0.0088
420_UCR_id_118_Facility_tr_13750_1st_52600,0.392624,25.15 s,0.7483,0.0392,0.1518,0.0624
360_UCR_id_58_Facility_tr_14030_1st_52600,0.410688,25.71 s,0.6871,0.0044,0.0188,0.0072
837_Exathlon_id_28_Facility_tr_8898_1st_8998,0.415766,21.32 s,0.4612,0.1962,0.028,0.0491
821_Exathlon_id_12_Facility_tr_6985_1st_7085,0.419929,21.35 s,0.6716,0.4845,0.0662,0.1165
236_SED_id_3_Medical_tr_3740_1st_3840,0.436384,18.24 s,0.2957,0.0113,0.0077,0.0092
492_UCR_id_190_HumanActivity_tr_12500_1st_46500,0.43935,22.86 s,0.547,0.0085,0.0247,0.0127
438_UCR_id_136_Medical_tr_14750_1st_57960,0.442303,27.05 s,0.8798,0.0044,0.3789,0.0088
435_UCR_id_133_Medical_tr_14750_1st_47830,0.442673,27.26 s,0.7754,0.006,0.2793,0.0117
490_UCR_id_188_Medical_tr_14750_1st_47530,0.443932,27.25 s,0.4997,0.006,0.021,0.0093
434_UCR_id_132_Medical_tr_14750_1st_57530,0.443938,26.98 s,0.5406,0.0079,0.0278,0.0124
429_UCR_id_127_Medical_tr_14825_1st_29000,0.448974,27.16 s,0.6177,0.0021,0.0191,0.0038
327_UCR_id_25_Medical_tr_15000_1st_51370,0.454013,27.70 s,0.5553,0.0087,0.0172,0.0116
348_UCR_id_46_Facility_tr_9000_1st_12400,0.462887,16.31 s,0.4649,0.0052,0.0053,0.0052
367_UCR_id_65_Medical_tr_9567_1st_16000,0.473001,17.51 s,0.5177,0.0009,0.0055,0.0015
508_UCR_id_206_Medical_tr_9567_1st_16000,0.473088,17.53 s,0.5049,0.0016,0.0096,0.0027
408_UCR_id_106_Medical_tr_9594_1st_11111,0.474755,17.63 s,0.7729,0.0021,0.0127,0.0036
