dataset,size_in_MB,eval_time,mse,mae,mase,mape,rmse,nrmse,smape,msis,nd,mwsq,crps
bizitobs_service (10s),3.07,40.54s,61732.3616467487,56.257640276060286,10.957930281533883,0.1055001690151717,248.4599799701125,0.0233954783179056,0.1203043806684626,0.0292628068510877,0.0439655820705236,10886.658538190766,19.447869396676342
M_DENSE (H),3.7,59.6s,36189.56665521134,70.29699785441782,0.5886736485335224,55531.809349801406,190.2355557071584,0.0339463874674686,0.1656272448558295,0.0262810738819666,0.1246030609044821,7459.743689658288,25.710421832543886
ett1 (15T),4.4,56.78s,5.700346181749144,1.1903783767102645,3.063621046152736,1044.8819360320692,2.387539775951208,0.0329889110186268,0.3497394059248868,0.059716875470759,0.2604683104533154,0.9199984071431394,0.416549379734599
ett2 (15T),4.57,56.74s,11.362672149207222,1.8162677441620807,4.760256475978722,7911.189285495871,3.3708562931705086,0.0241889853344383,0.3335503343363901,0.0429380509169512,0.1068340422520323,2.07139664306465,0.6458250856703046
SZ_TAXI (15T),4.58,43.43s,26.074935216237204,3.298225102758406,1.6548996871894028,48.95819659576235,5.106362229242771,0.0612197344137115,0.4056225936213963,0.0873343285282339,0.267520537135386,4.068617273869866,1.1451253775612635
electricity (D),4.63,37.47s,3304216686.5573053,5407.764302776297,4.84882792751064,1416297.7828047671,57482.31629429442,0.0055098216467682,0.1664074775420088,0.1889147921675232,0.0927827953308846,517887114.84017146,1941.733519473792
solar (H),5.97,132.14s,595.5137147553107,10.858132437317838,0.8897365512735766,48518.89991176338,24.403149689237058,0.0479386095861918,1.2183909382254554,0.0740051354489286,0.277767909958949,79.73333467058704,3.6041435962506623
bitbrains_rnd (H),6.1,13.79s,2759180.0593725736,219.21991032402872,4.500564836875618,12355.931264647848,1661.0779811232746,0.0759216311809833,0.5658450348151025,0.1000995772043213,0.8016861793977675,456045.14366167947,81.43063931255047
m4_weekly (W-SUN),7.18,84.75s,584482.1314643964,187.65978135972392,5.138568892682836,0.0425842136184792,764.5143108303444,0.0149022814718562,0.0416924999997903,0.0261312080367955,0.0392713182024291,109457.36726728572,68.9920221965588
jena_weather (10T),7.18,129.3s,17679.440544790854,19.1364423852098,11.078658198179996,52034.23755147318,132.96405734179012,0.0106388778659044,0.4956601561714149,0.0187001428897854,0.1011486814146524,4063.960926802976,6.773526200178574
kdd_cup_2018_with_missing (H),14.28,336.93s,1700.7237749838912,15.15547401395161,3.052731484133728,175.95599398894086,41.23983238307221,0.0125196819240666,0.4053898595944082,0.0771518544660772,0.3795026056160177,25636.11641444685,5.430402609042827
bitbrains_fast_storage (H),15.64,53.18s,7188223.942934261,477.2089516212809,2.5820953798631403,11367748.687297812,2681.086336344703,0.0458879874164132,0.5475152477166996,0.1045696040575995,0.9518940354393052,835030.6772634479,140.07429093019715
LOOP_SEATTLE (H),27.05,615.79s,38.8074510681483,2.9896545401130035,0.8273497139371064,0.0905283354104072,6.229562670697543,0.0774357160749481,0.0701302009635682,0.0532189690953749,0.0529259577228152,6.96335864358461,1.0835720805398292
solar (10T),33.4,28.1m,16.67287222442992,1.6993861736668527,3.4994771673035747,5420.663795246144,4.083242856410811,0.0459307356254606,1.2646029667786822,0.070768424738186,0.2664689197339307,2.2639470633203262,0.5643050668747304
m4_yearly (YE-DEC),51.4,53.48s,69313.43748635925,92.8171867937618,4.373263148432331,0.0125631639791264,263.2744527795267,0.0017459212751307,0.0125767266213029,0.01727842693234,0.0137890029307508,55956.42144795382,64.76463605437648
bitbrains_rnd (5T),63.69,32.57m,2300509.946571033,162.4044695412093,5.558855250032287,10425.180394343435,1516.743203898087,0.0688415006343237,0.5296334794381227,0.1696995783858451,0.5288652685397992,3.956958611351399e+16,21946.295794352147
electricity (H),110.58,51.29m,2789063.865871704,151.09416918193284,2.104673156835677,47535.76219183406,1670.0490609175838,0.0021859280901776,0.2281195437211315,0.1652151392388202,0.0709968255937615,473449.42853667215,53.51868621827004
temperature_rain_with_missing (D),113.99,759.61s,174.81896295286558,5.709748188618337,1.7180324638642808,22923.10641771734,13.221912227543548,0.0136308372074589,1.526033140299991,0.0626392790100524,0.6659785467007819,27.91165291638436,2.019176072187076
bitbrains_fast_storage (5T),160.06,99.07m,4118337.779553544,300.2211460561393,492.2509114582514,26489.92993748552,2029.368813092767,0.0317701668910457,0.6006701808675317,0.0477325968293786,0.494683785956421,3252676.3229070744,104.3154678017748
m4_quarterly (QE-DEC),163.93,27.63m,4864.184340375474,2.0336234384557126,0.12430117040294655,0.0004365679403781295,69.74370466483319,0.0013736376548775296,0.0003126035498216088,0.014633851323692807,0.0003311705273195323,2006.3014502891165,1.444901780102614
